sample_id,original_folder,original_tag_text,material_components,percentages,garment_type,composition_evidence,source_path,mapped_class,status,review_reasons,image_count,views,exact_duplicate_groups,near_duplicate_groups
1747,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1747,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1748,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1748,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1749,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1749,Cotton,REVIEW,CROSS_SAMPLE_DUPLICATE_REVIEW,4,im_1; im_2; im_3; im_4,Cotton/1749; Cotton/1750,Cotton/1749; Cotton/1750
175,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/175,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1750,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1750,Cotton,REVIEW,CROSS_SAMPLE_DUPLICATE_REVIEW,4,im_1; im_2; im_3; im_4,Cotton/1749; Cotton/1750,Cotton/1749; Cotton/1750
1751,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1751,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1752,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1752,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1753,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1753,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1754,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1754,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1755,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1755,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1756,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1756,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1757,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1757,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1758,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1758,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1759,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1759,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
176,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/176,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1760,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1760,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1761,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1761,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1766,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1766,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1767,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1767,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1768,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1768,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1769,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1769,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
177,Cotton,"Shorts
Cotton 94 Lycra 5 Polyester 1
",Cotton; Polyester,"{""Cotton"": 94.0, ""Polyester"": 1.0}",Shorts,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/177,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1774,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1774,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1775,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1775,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
178,Cotton,"Shorts
Cotton 94 Lycra 5 Polyester 1
",Cotton; Polyester,"{""Cotton"": 94.0, ""Polyester"": 1.0}",Shorts,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/178,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1789,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1789,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
179,Cotton,"Shorts
Cotton 94 Lycra 5 Polyester 1
",Cotton; Polyester,"{""Cotton"": 94.0, ""Polyester"": 1.0}",Shorts,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/179,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1790,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1790,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1795,Cotton,"Shirt
Cotton 98 Elastane 2
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1795,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1796,Cotton,"Shirt
Cotton 98 Elastane 2
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1796,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
180,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/180,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1801,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1801,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1802,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1802,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1806,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1806,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1807,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1807,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1808,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1808,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1809,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1809,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
181,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/181,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1818,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1818,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1819,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1819,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1830,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1830,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1831,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1831,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1832,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1832,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1833,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1833,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1834,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1834,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1835,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1835,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1838,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1838,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1839,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1839,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1840,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1840,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1843,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1843,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1844,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1844,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1847,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1847,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1848,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1848,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1849,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1849,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1850,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1850,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1851,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1851,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1852,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1852,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
187,Cotton,"Shirt
Cotton 95 Elastane 5
",Cotton; Elastane,"{""Cotton"": 95.0, ""Elastane"": 5.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/187,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
188,Cotton,"Shirt
Cotton 95 Elastane 5
",Cotton; Elastane,"{""Cotton"": 95.0, ""Elastane"": 5.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/188,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1886,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1886,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1887,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1887,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1888,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1888,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1889,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1889,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
19,Cotton,"Fabric
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Fabric,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/19,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
194,Cotton,"Shirt
Cotton 95 Elastane 5
",Cotton; Elastane,"{""Cotton"": 95.0, ""Elastane"": 5.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/194,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1940,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1940,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1941,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1941,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1942,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1942,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1943,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1943,Cotton,REVIEW,CROSS_SAMPLE_DUPLICATE_REVIEW,4,im_1; im_2; im_3; im_4,Cotton/1943; Cotton/1944,Cotton/1943; Cotton/1944
1944,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1944,Cotton,REVIEW,CROSS_SAMPLE_DUPLICATE_REVIEW,4,im_1; im_2; im_3; im_4,Cotton/1943; Cotton/1944,Cotton/1943; Cotton/1944
195,Cotton,"Shirt
Cotton 95 Elastane 5
",Cotton; Elastane,"{""Cotton"": 95.0, ""Elastane"": 5.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/195,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1957,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1957,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1958,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1958,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
2,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/2,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
204,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/204,Cotton,REVIEW,CROSS_SAMPLE_DUPLICATE_REVIEW,4,im_1; im_2; im_3; im_4,Cotton/204; Cotton/205,Cotton/204; Cotton/205
205,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/205,Cotton,REVIEW,CROSS_SAMPLE_DUPLICATE_REVIEW,4,im_1; im_2; im_3; im_4,Cotton/204; Cotton/205,Cotton/204; Cotton/205
206,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/206,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
209,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/209,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
210,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/210,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
211,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/211,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
212,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/212,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
213,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/213,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
214,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/214,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
215,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/215,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
216,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/216,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
217,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/217,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
218,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/218,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
219,Cotton,"Skirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Skirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/219,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
220,Cotton,"Skirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Skirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/220,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
223,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/223,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
224,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/224,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
227,Cotton,"Shorts
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shorts,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/227,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
228,Cotton,"Shorts
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shorts,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/228,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
229,Cotton,"Skirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Skirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/229,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
230,Cotton,"Skirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Skirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/230,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
231,Cotton,"Other
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Other,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/231,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
232,Cotton,"Other
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Other,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/232,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
233,Cotton,"Skirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Skirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/233,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
234,Cotton,"Skirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Skirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/234,Cotton,REVIEW,CROSS_SAMPLE_DUPLICATE_REVIEW,4,im_1; im_2; im_3; im_4,Cotton/234; Cotton/235,Cotton/234; Cotton/235
235,Cotton,"Skirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Skirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/235,Cotton,REVIEW,CROSS_SAMPLE_DUPLICATE_REVIEW,4,im_1; im_2; im_3; im_4,Cotton/234; Cotton/235,Cotton/234; Cotton/235
236,Cotton,"Skirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Skirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/236,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
237,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/237,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
238,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/238,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
239,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/239,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
24,Cotton,"Fabric
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Fabric,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/24,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
240,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/240,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
243,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/243,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
244,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/244,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
245,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/245,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
246,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/246,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
247,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/247,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
